threshold,f1,balanced_accuracy,precision,recall,selection_score
0.44,0.42105263157894735,0.6383399209486166,0.5,0.36363636363636365,-999999.6363636364
0.45,0.4444444444444444,0.6492094861660079,0.5714285714285714,0.36363636363636365,-999999.6363636364
0.46,0.4444444444444444,0.6492094861660079,0.5714285714285714,0.36363636363636365,-999999.6363636364
0.47,0.4444444444444444,0.6492094861660079,0.5714285714285714,0.36363636363636365,-999999.6363636364
0.48,0.47058823529411764,0.6600790513833992,0.6666666666666666,0.36363636363636365,-999999.6363636364
0.49,0.5333333333333333,0.6818181818181819,1.0,0.36363636363636365,-999999.6363636364
0.5,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.51,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.52,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.53,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.54,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.55,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.56,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.57,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.58,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.59,0.3076923076923077,0.5909090909090909,1.0,0.18181818181818182,-999999.8181818182
0.6,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.61,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.62,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.63,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.64,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.65,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.66,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.67,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.68,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.69,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.7,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.71,0.0,0.5,0.0,0.0,-1000000.0
0.72,0.0,0.5,0.0,0.0,-1000000.0
0.73,0.0,0.5,0.0,0.0,-1000000.0
0.74,0.0,0.5,0.0,0.0,-1000000.0
0.75,0.0,0.5,0.0,0.0,-1000000.0
0.76,0.0,0.5,0.0,0.0,-1000000.0
0.77,0.0,0.5,0.0,0.0,-1000000.0
0.78,0.0,0.5,0.0,0.0,-1000000.0
0.79,0.0,0.5,0.0,0.0,-1000000.0
0.8,0.0,0.5,0.0,0.0,-1000000.0
0.81,0.0,0.5,0.0,0.0,-1000000.0
0.82,0.0,0.5,0.0,0.0,-1000000.0
0.83,0.0,0.5,0.0,0.0,-1000000.0
0.84,0.0,0.5,0.0,0.0,-1000000.0
0.85,0.0,0.5,0.0,0.0,-1000000.0
0.86,0.0,0.5,0.0,0.0,-1000000.0
0.87,0.0,0.5,0.0,0.0,-1000000.0
0.88,0.0,0.5,0.0,0.0,-1000000.0
0.89,0.0,0.5,0.0,0.0,-1000000.0
0.9,0.0,0.5,0.0,0.0,-1000000.0
