threshold,f1,balanced_accuracy,precision,recall,selection_score
0.53,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.54,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.55,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.56,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.57,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.58,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.59,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.6,0.8695652173913043,0.9328063241106719,0.8333333333333334,0.9090909090909091,0.8695652173913043
0.61,0.8181818181818182,0.8873517786561265,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.62,0.8181818181818182,0.8873517786561265,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.63,0.8181818181818182,0.8873517786561265,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.64,0.8181818181818182,0.8873517786561265,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.65,0.8181818181818182,0.8873517786561265,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.66,0.8181818181818182,0.8873517786561265,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.67,0.8181818181818182,0.8873517786561265,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.68,0.8181818181818182,0.8873517786561265,0.8181818181818182,0.8181818181818182,0.8181818181818182
0.69,0.7619047619047619,0.841897233201581,0.8,0.7272727272727273,0.7619047619047619
0.7,0.7619047619047619,0.841897233201581,0.8,0.7272727272727273,0.7619047619047619
0.71,0.7619047619047619,0.841897233201581,0.8,0.7272727272727273,0.7619047619047619
0.72,0.7619047619047619,0.841897233201581,0.8,0.7272727272727273,0.7619047619047619
0.73,0.7,0.7964426877470356,0.7777777777777778,0.6363636363636364,0.7
0.74,0.7,0.7964426877470356,0.7777777777777778,0.6363636363636364,0.7
0.75,0.7,0.7964426877470356,0.7777777777777778,0.6363636363636364,0.7
0.76,0.631578947368421,0.7509881422924901,0.75,0.5454545454545454,0.631578947368421
0.77,0.631578947368421,0.7509881422924901,0.75,0.5454545454545454,0.631578947368421
0.78,0.631578947368421,0.7509881422924901,0.75,0.5454545454545454,0.631578947368421
0.79,0.631578947368421,0.7509881422924901,0.75,0.5454545454545454,0.631578947368421
0.8,0.631578947368421,0.7509881422924901,0.75,0.5454545454545454,0.631578947368421
0.81,0.631578947368421,0.7509881422924901,0.75,0.5454545454545454,0.631578947368421
0.82,0.631578947368421,0.7509881422924901,0.75,0.5454545454545454,0.631578947368421
0.83,0.5882352941176471,0.7164031620553359,0.8333333333333334,0.45454545454545453,-999999.5454545454
0.84,0.5882352941176471,0.7164031620553359,0.8333333333333334,0.45454545454545453,-999999.5454545454
0.85,0.5882352941176471,0.7164031620553359,0.8333333333333334,0.45454545454545453,-999999.5454545454
0.86,0.5882352941176471,0.7164031620553359,0.8333333333333334,0.45454545454545453,-999999.5454545454
0.87,0.5,0.6709486166007905,0.8,0.36363636363636365,-999999.6363636364
0.88,0.4,0.6254940711462451,0.75,0.2727272727272727,-999999.7272727273
0.89,0.4,0.6254940711462451,0.75,0.2727272727272727,-999999.7272727273
0.9,0.4,0.6254940711462451,0.75,0.2727272727272727,-999999.7272727273
